id	mapping_ecdf
Q01581	0.774011899703
P05388	0.947195070123
Q9BXB4	0.495325116872
Q9BXB5	0.177645558861
Q8IYD1	0.68848278793
Q13002	0.322460688483
Q13009	0.0192307692308
O75391	0.572991925202
O75390	0.959413514662
Q9Y4F9	0.143965150871
Q8IVD9	0.614215894603
Q8TE68	0.259031024224
Q9Y4F1	0.79621759456
Q8TE67	0.0581172970676
Q9Y4F3	0.202932426689
Q99075	0.0764980875478
Q9Y4F5	0.736825329367
Q9Y4F4	0.188801529962
Q8N328	0.0581172970676
P46013	0.427220569486
Q8WVD5	0.409689757756
P46019	0.203569910752
Q9NPG3	0.296005099873
Q9NPG1	0.319167020824
O94979	0.780917977051
P42772	0.213025924352
P98077	0.167233319167
Q9NPG4	0.17817679558
O94973	0.964194645134
P30154	0.8797280068
Q549C5	0.847322566936
Q8WXH0	0.607628559286
Q8TC07	0.595410114747
P28838	0.844028899278
Q9UGC6	0.394921376966
P62633	0.745325116872
Q9UI09	0.91340841479
Q8WV16	0.163939651509
Q9H0W9	0.781661708457
Q96LZ3	0.829366765831
Q16515	0.180301742456
Q16512	0.586166595835
Q16513	0.143965150871
Q14004	0.17679558011
Q9H3P7	0.636740331492
Q8TDX7	0.430939226519
Q8NCW5	0.906608584785
Q9NUT2	0.38780280493
Q9HA77	0.58351041224
Q9UFC0	0.28229919252
Q9NPB8	0.206651083723
O43324	0.735337866553
O14933	0.592647683808
P49407	0.767637059074
P49406	0.597003824904
Q7Z7F0	0.280599235019
P56937	0.50446238844
Q9Y2K5	0.311304717382
Q9Y2K7	0.288567785805
P37088	0.135146621334
Q9Y2K2	0.222269443264
Q9UHY1	0.738419039524
Q9UHY7	0.943263918402
Q9UHY8	0.0581172970676
O14681	0.563642158946
O14683	0.797067573311
Q96MT8	0.0802167445814
Q8IV08	0.646090097748
Q9UNE7	0.761793455164
Q86SZ2	0.544305142371
Q9BYM8	0.264130896728
Q7L2H7	0.69793880153
P50895	0.653314917127
P50897	0.90533361666
O75436	0.866340841479
Q13585	0.406502337442
Q13586	0.729600509987
Q8WWC4	0.488737781555
O95758	0.443582660433
Q9BWH6	0.214194645134
Q9BWH2	0.494581385465
Q8NHV4	0.224075648109
Q6YP21	0.577454313642
P23975	0.152464938377
O75069	0.373565660858
Q9C0J8	0.414045898853
Q10588	0.0456863578411
Q68DK2	0.100297492563
O00268	0.17679558011
O00267	0.579579260518
P08865	0.902252443689
P33947	0.444963875903
Q9H2K8	0.533042923927
P56559	0.167233319167
Q9NQ50	0.498831279218
P56556	0.954526136847
O95347	0.452082447939
Q8IZR5	0.484275393115
Q9H0Q3	0.984169145771
P10451	0.605291117722
P60174	0.992562685933
Q9NQH7	0.749362515937
Q8WVX9	0.295261368466
Q9Y608	0.524543136422
P29466	0.0456863578411
Q9Y605	0.0668295792605
Q12988	0.315129621759
Q93100	0.13419039524
P28482	0.979919252019
Q9P232	0.404058648534
P28331	0.963557161071
P62829	0.884084147896
Q96CU9	0.480025499363
P62820	0.968975775606
Q5XPI4	0.574904377391
P62826	0.941670208245
P18615	0.484275393115
P51858	0.841372715682
P02743	0.806736081598
Q9BZE9	0.453251168721
O43913	0.0456863578411
P02747	0.531980450489
Q9Y6G9	0.869103272418
Q9BZE3	0.183807904802
Q9Y6G5	0.467275818105
Q9BZE1	0.389502762431
Q9BZE0	0.0802167445814
Q9BZE4	0.404058648534
P21281	0.971419464513
Q9UKX7	0.561623459414
Q9UKX2	0.53453038674
Q9UKX3	0.365915852104
P43490	0.71631959201
Q9H1U9	0.245006374841
P35626	0.518062048449
Q8N5M4	0.840097747556
Q9UHD9	0.822354441139
Q9UHD8	0.901933701657
Q9UHD2	0.550679983
Q9UHD1	0.807479813005
Q92504	0.573735656609
Q9HAR2	0.631002974926
P23378	0.414045898853
Q9Y6A4	0.726094347641
Q8N841	0.152889927752
Q58EX7	0.217594560136
Q96HC4	0.494581385465
Q13216	0.26253718657
O75185	0.118997025074
Q13219	0.13057798555
Q71DI3	0.909902252444
P11229	0.401827454314
P14618	0.994050148746
Q9BWW4	0.55429239269
Q99689	0.291648958776
Q13449	0.938907777306
Q15742	0.219719507012
Q86X76	0.878134296643
Q6ZSJ8	0.587547811305
O95503	0.296430089248
O15438	0.117722056949
P23763	0.949213769656
Q9NYK5	0.32320441989
Q9NYK1	0.106247343816
Q99536	0.926158096048
Q9BQE3	0.997343816405
Q9BQE4	0.662770930727
Q9Y4G8	0.733212919677
Q96RS0	0.0192307692308
P41091	0.733212919677
Q96RS6	0.471738206545
P40855	0.671376965576
Q9UJT2	0.178814279643
Q9NS68	0.0732044198895
Q9NX14	0.869740756481
Q16891	0.954738631534
Q16890	0.571610709732
P12755	0.0192307692308
P12757	0.0953038674033
Q03431	0.0836166595835
P13489	0.893433914152
Q14839	0.67732681683
Q8ND83	0.346366340841
O14745	0.885890352741
O14744	0.74553761156
P16444	0.178814279643
P15259	0.921908202295
O00303	0.775711857204
P50402	0.856672333192
P55160	0.260093497663
Q9P2D6	0.0836166595835
Q15334	0.799086272843
P10599	0.981725456864
Q86TG7	0.617297067573
Q96PE7	0.665108372291
Q5JTH9	0.262005949851
P55290	0.80121121972
Q96C01	0.66563960901
Q9P2P6	0.18263918402
Q9P2P5	0.454951126222
Q9P2P1	0.196770080748
Q13952	0.399277518062
Q86VF2	0.206651083723
Q86VF7	0.53368040799
Q969X5	0.787717807055
Q6P5R6	0.375903102422
O60830	0.581066723332
O60832	0.631321716957
Q674X7	0.538249043774
Q00169	0.961750956226
Q9Y2V7	0.254249893753
Q9NTU7	0.32405439864
Q9Y2V2	0.853378665533
Q96EZ8	0.175839354016
Q9P0J0	0.919995750106
Q96NN9	0.0456863578411
Q9P0J7	0.35050998725
P29144	0.754887377816
Q8NBJ4	0.623459413515
O75400	0.557586060348
Q7LDG7	0.486400339992
Q6IQ32	0.197195070123
Q9NVW2	0.0581172970676
O00522	0.208138546536
P01024	0.883021674458
P01023	0.906289842754
P17677	0.994687632809
Q8TCE6	0.423820654484
Q9Y4D7	0.198363790905
Q9BXL7	0.122928176796
Q9BXL5	0.118997025074
Q6IPU0	0.466638334042
Q8TE49	0.116553336167
P18283	0.377178070548
Q8N302	0.0456863578411
Q86VY4	0.501699957501
P43003	0.987675308117
Q92753	0.100297492563
Q92974	0.811623459414
Q6AI08	0.233319167021
Q9H2P0	0.599235019125
P43004	0.988525286868
Q02447	0.526774330642
Q02446	0.39141521462
Q99942	0.0953038674033
Q99943	0.723013174671
Q99941	0.0192307692308
Q9NPI1	0.0192307692308
Q8TC29	0.584041648959
Q9BSF0	0.389609009775
Q66LE6	0.684657883553
Q96JJ7	0.67732681683
Q9UI26	0.51391840204
Q7Z6J4	0.190182745431
Q05397	0.536230344241
Q14247	0.860390990225
Q14240	0.89226519337
Q14241	0.559604759881
Q8IWX8	0.539205269868
P57077	0.0192307692308
Q8IWX7	0.250106247344
O43699	0.162133446664
P07858	0.83212919677
Q96SQ9	0.0581172970676
O94952	0.532405439864
Q14061	0.820016999575
Q86YB8	0.356884827879
Q86XZ4	0.175839354016
P16298	0.902252443689
P43681	0.0581172970676
Q68E01	0.458669783255
Q8NFD5	0.386102847429
Q9GZR7	0.340097747556
Q9GZR1	0.109753506162
Q16795	0.934445388865
O14910	0.891096472588
Q16799	0.959732256694
P62280	0.885890352741
O43347	0.635890352741
O14917	0.614640883978
P25786	0.902677433064
P25787	0.844453888653
P25788	0.861028474288
P25789	0.884084147896
O60220	0.683914152146
O60229	0.557586060348
Q9NR20	0.359434764131
Q8IZH2	0.448045048874
Q75T13	0.679451763706
P67936	0.959201019975
P11413	0.714194645134
P11142	0.992031449214
Q86SX3	0.124415639609
P20774	0.75
Q86SX6	0.769549511262
P80404	0.936782830429
Q8TBB6	0.295048873778
Q9UFW8	0.577454313642
Q7Z591	0.0581172970676
O95777	0.753293667658
Q13564	0.680089247769
O95772	0.399915002125
Q13561	0.931151721207
Q9BWJ5	0.757012324692
Q8NE62	0.649383765406
Q9Y279	0.545261368466
O00203	0.714194645134
P01903	0.654908627284
Q9H2M9	0.676370590735
Q96G28	0.435189120272
P22301	0.298023799405
Q7Z333	0.127815554611
Q96AQ3	0.145133871653
Q96AQ6	0.803229919252
P06865	0.433701657459
Q9Y623	0.594560135997
Q9Y620	0.0192307692308
Q5VWX1	0.690182745431
P24311	0.860390990225
P07686	0.439332766681
Q9C040	0.926158096048
Q00577	0.97439439014
Q12965	0.302167445814
Q12967	0.219719507012
Q12962	0.57044198895
Q9UID3	0.783149171271
Q9P253	0.682426689333
P62847	0.831597960051
Q01628	0.603909902252
Q9P258	0.648958776031
Q96CW9	0.296430089248
A1E959	0.0764980875478
Q9Y6Y0	0.237250318742
P00505	0.986294092648
Q06323	0.910327241819
P20794	0.140565235869
Q9GZM8	0.53144921377
Q9UKV8	0.54260518487
Q9GZM7	0.349235019125
Q9UKV3	0.717169570761
Q9UKV0	0.0953038674033
P35606	0.760412239694
P46199	0.129196770081
P35609	0.923289417765
P42566	0.354972375691
Q6P1M9	0.0456863578411
O76081	0.273693157671
Q6P1M0	0.557586060348
Q6P1M3	0.348066298343
P42568	0.305886102847
P39060	0.330429239269
P78537	0.435189120272
O60884	0.844028899278
Q92569	0.30790480238
Q92561	0.86219719507
Q92563	0.343603909902
Q92562	0.303336166596
P52566	0.800786230344
P57087	0.568529536762
P52564	0.651508712282
P52565	0.983637909052
P42695	0.173820654484
O60641	0.971100722482
P57088	0.787505312367
P20366	0.711325966851
Q8WU79	0.649065023374
Q96HE7	0.734806629834
P10916	0.641946451339
Q9Y3S1	0.610178495538
Q9H254	0.518805779856
Q9H257	0.259243518912
Q8TED9	0.103166170846
P08670	0.991712707182
O43598	0.893433914152
P07996	0.460050998725
P07998	0.894390140246
O43592	0.768593285168
A5PLN9	0.431895452614
P40121	0.809073523162
O95563	0.850616234594
P40123	0.857841053974
O95568	0.21855078623
Q9BQC3	0.336272843179
Q86X55	0.64449638759
Q71F23	0.29759881003
Q52LJ0	0.746281342966
Q76N89	0.296430089248
Q8N3U4	0.375690607735
Q9NQP4	0.877603059924
P21964	0.886527836804
Q13177	0.813004674883
P07333	0.70962600935
P07332	0.121971950701
P07339	0.934764130897
Q9HBW1	0.388759031024
P61764	0.994900127497
P61769	0.959519762006
Q8NI77	0.0802167445814
P69891	0.979281767956
P69892	0.980769230769
Q14814	0.339460263493
P10606	0.968444538887
Q9NZI2	0.449107522312
Q9NZI7	0.217594560136
Q9NZI6	0.260624734382
Q9HD15	0.343285167871
Q9NZI8	0.74553761156
P62072	0.594135146621
P62070	0.849447513812
O14763	0.250849978751
Q9UJV3	0.203569910752
Q9UJV9	0.313004674883
Q9NUM4	0.479175520612
Q96C28	0.206332341691
Q96TA1	0.543030174246
Q9ULD4	0.187101572461
Q96C23	0.448045048874
Q9P2R6	0.271674458139
Q9P2R7	0.900127496813
Q6ISS4	0.231937951551
Q6P3X3	0.293667658309
P51153	0.813642158946
P51151	0.694963875903
Q9BTU6	0.409689757756
Q9Y2P0	0.142796430089
Q9UMX0	0.740437739057
Q13796	0.499787505312
Q96EX3	0.0456863578411
Q96NL0	0.277943051424
P18846	0.618784530387
Q9Y478	0.617828304292
P02462	0.547811304717
P02461	0.162133446664
P78406	0.721525711857
P23141	0.0581172970676
P23142	0.780386740331
Q96S96	0.723013174671
P17655	0.840522736932
P05204	0.766999575011
Q9NWS0	0.487887802805
P17658	0.0581172970676
P01040	0.879196770081
P01042	0.841903952401
Q15029	0.800254993625
Q15025	0.286549086273
Q15024	0.537399065023
O00541	0.465257118572
Q15020	0.672226944326
Q96S21	0.312473438164
Q15022	0.138121546961
Q86V86	0.0581172970676
Q15052	0.558436039099
O15173	0.922864428389
Q149M9	0.126540586485
P27816	0.881534211645
Q9Y4J8	0.658308542286
Q8TCG1	0.149277518062
Q9P1Z2	0.651508712282
Q3V6T2	0.677114322142
P62987	0.990968975776
P34741	0.471738206545
Q9BVG4	0.76838079048
Q9BVG8	0.0802167445814
P42229	0.296005099873
Q99962	0.984806629834
Q99963	0.871015724607
Q99784	0.522843178921
P42224	0.754143646409
P42226	0.208776030599
P22234	0.849766255844
Q96JH8	0.31821079473
P04156	0.898852528687
Q96JH7	0.719400764981
O75683	0.428070548236
Q9UJA5	0.333829154271
O75689	0.686995325117
O75688	0.651508712282
Q5JT25	0.605291117722
P27348	0.990012749681
P19404	0.951763705907
P02808	0.927964300892
Q68CQ4	0.242456438589
Q8N6R0	0.433701657459
P49190	0.214619634509
P54687	0.589460263493
Q86YL7	0.427220569486
Q3LXA3	0.678601784955
O14972	0.520399490013
Q9NUP9	0.896940076498
O14976	0.559179770506
O14974	0.665214619635
O14975	0.270824479388
O14979	0.906821079473
Q9GZP9	0.720250743731
Q9GZP4	0.922651933702
Q9GZP1	0.291223969401
Q9H9A6	0.780386740331
P49448	0.940076498088
Q9H9A5	0.456651083723
P49441	0.771355716107
Q05519	0.704844878878
Q9HCU4	0.303761155971
Q9HCU5	0.601572460688
P11387	0.706119847004
Q8IWZ6	0.24553761156
Q86Y97	0.368147046324
Q02880	0.787824054399
A8MW92	0.449107522312
Q9UNA1	0.400446238844
Q13404	0.821610709732
Q7Z2X4	0.0764980875478
Q13409	0.893965150871
P05787	0.91340841479
P05783	0.714194645134
P11169	0.674033149171
P63208	0.988100297493
P11166	0.703994900127
P50851	0.343285167871
P25311	0.854016149596
Q13542	0.639077773056
O95714	0.281767955801
Q13546	0.0980662983425
Q13547	0.555142371441
Q494R4	0.309817254569
P47869	0.330004249894
P55316	0.609434764131
P55317	0.871228219295
Q96J01	0.566510837229
Q96J02	0.214619634509
Q9UBC1	0.165958351041
Q9UBC2	0.80344241394
Q9UBC5	0.249575010625
P50148	0.926476838079
Q96BM9	0.939226519337
Q92905	0.774649383765
Q6ZS17	0.361559711007
Q9NQ94	0.0802167445814
P18433	0.521780705482
Q96AW1	0.497025074373
P21802	0.178814279643
Q5QJ74	0.47439439014
Q9H6R4	0.381002974926
Q6ZVL6	0.287611559711
P10412	0.930301742456
O15061	0.66202719932
P29317	0.304823629409
Q86UE8	0.264130896728
P35998	0.830535486613
Q9BV57	0.501699957501
Q86UE4	0.726944326392
Q08722	0.835529111772
Q1JUL4	0.481831704207
Q9NQL2	0.546111347216
P48553	0.397896302592
Q9UIF8	0.0192307692308
Q9P270	0.542073948151
Q9P275	0.138759031024
P51812	0.456651083723
P51817	0.213769655759
P51816	0.262962175946
Q92896	0.699851253719
Q86WW8	0.585316617085
P02787	0.968125796855
P02786	0.719400764981
O60443	0.646515087123
P02788	0.714194645134
O43566	0.613790905227
P39880	0.289311517212
O14490	0.712813429664
O14495	0.769124521887
O14494	0.39226519337
O14497	0.547811304717
Q9NZM4	0.124415639609
O95926	0.439332766681
P35372	0.34381640459
Q8WYH8	0.395452613685
Q86TI0	0.26976200595
Q8NFW8	0.809392265193
Q8NFW9	0.460900977476
Q9NRR5	0.669783255419
P07949	0.127815554611
Q92542	0.603909902252
Q92541	0.597110072248
Q92540	0.297173820654
Q92545	0.0923289417765
Q99767	0.374840628984
P30825	0.308329791755
Q9H4Z3	0.405546111347
Q00839	0.939226519337
P20340	0.929239269018
P05413	0.980769230769
Q9HAV0	0.932426689333
Q9HAV7	0.777943051424
Q9HAV4	0.521780705482
Q96SB8	0.221525711857
Q96SB4	0.53368040799
Q8N806	0.334891627709
Q6A162	0.491606459839
Q14457	0.396515087123
Q9Y3Q8	0.67955801105
Q8NEU8	0.515830854229
Q9Y3Q4	0.248087547811
Q9Y3Q3	0.518062048449
Q659C4	0.378665533362
Q8N9T8	0.135146621334
Q8N111	0.972269443264
P26599	0.793242668933
P51589	0.0456863578411
Q99570	0.291967700807
Q99576	0.437101572461
Q99575	0.117722056949
Q99574	0.447513812155
Q9BQA5	0.0980662983425
Q9BQA1	0.774011899703
Q9UHP3	0.127815554611
Q8N3K9	0.106247343816
P82650	0.645346366341
Q5W0V3	0.319698257544
P40818	0.570229494263
P36507	0.850934976626
Q0VG06	0.395983850404
P81877	0.520824479388
Q8IXI1	0.477156821079
Q8IXI2	0.768168295793
Q9NX55	0.439332766681
P06493	0.631215469613
P05455	0.836060348491
Q7L2Z9	0.310242243944
Q2M1K9	0.328835529112
Q8NB91	0.194857628559
Q13822	0.51529961751
P10620	0.680832979176
Q9BRA2	0.836485337867
Q9BRA0	0.362728431789
P22455	0.140246493838
Q5T447	0.551954951126
Q9BQ04	0.649383765406
Q9UJX5	0.0192307692308
Q9UJX4	0.21855078623
Q9UJX6	0.253931151721
Q9UJX3	0.357203569911
Q9UJX2	0.336060348491
Q9NR77	0.585529111772
Q15477	0.507543561411
Q9P2T1	0.656077348066
Q96TC7	0.891733956651
Q96KQ7	0.311410964726
Q96KQ4	0.161495962601
Q9ULB1	0.686570335742
Q9Y2R0	0.676158096048
Q9Y2R5	0.552911177221
P50213	0.97800679983
Q9Y2R9	0.680195495113
P29762	0.936782830429
P30049	0.98023799405
P30048	0.980875478113
Q8N8S7	0.740437739057
P30041	0.988206544836
P30040	0.89226519337
P30043	0.981194220144
P30042	0.941988950276
P30044	0.977794305142
P30047	0.53144921377
P30046	0.918295792605
Q96EF0	0.0668295792605
P55786	0.948151296218
Q96NR8	0.23969400765
P13667	0.825648108797
P13196	0.0192307692308
Q15007	0.492562685933
Q15006	0.793773905652
Q15005	0.787186570336
O00567	0.721525711857
O00560	0.826073098173
O00562	0.556629834254
A2A3R6	0.870909477263
Q69YI7	0.0802167445814
Q15008	0.831597960051
Q9UM73	0.283255418615
Q96S44	0.715575860603
O15156	0.270293242669
Q9BTW9	0.767637059074
P51178	0.876646833829
Q8WWZ7	0.213025924352
Q8TE04	0.0192307692308
Q8TCA0	0.621440713982
Q8WVB6	0.156608584785
Q3B820	0.0192307692308
Q9Y450	0.659264768381
Q8NBF2	0.634934126647
Q5BKZ1	0.610922226944
Q9Y2T1	0.162877178071
Q92930	0.901402464938
Q9Y328	0.4192520187
Q96AJ9	0.740437739057
Q14202	0.390883977901
Q14203	0.901933701657
Q14204	0.929026774331
Q7L5A3	0.100297492563
P00338	0.985550361241
Q9Y4H2	0.573948151296
P68036	0.954207394815
Q9UN36	0.97216319592
P68032	0.986187845304
P07814	0.723650658734
O43164	0.4192520187
O43166	0.194007649809
P19174	0.714194645134
Q96LP2	0.108159796005
Q8N6T3	0.738844028899
Q5XUX1	0.274330641734
Q9BSB4	0.686570335742
O94992	0.45463238419
O94993	0.257649808755
O14950	0.930195495113
O43790	0.632915427114
Q6FI81	0.718338291543
O60269	0.358478538037
P27361	0.94347641309
O60262	0.937101572461
O60264	0.71323841904
Q8IWT3	0.180301742456
P11362	0.362728431789
P61353	0.892902677433
P26010	0.0456863578411
P26012	0.652464938377
Q15648	0.179345516362
Q15645	0.0581172970676
Q15643	0.487887802805
Q6P4I2	0.0668295792605
P98182	0.217594560136
P45381	0.703994900127
Q13427	0.524118147046
Q13425	0.273905652359
Q13424	0.82405439864
Q13423	0.908733531662
Q13421	0.0668295792605
O95486	0.509668508287
Q53HC0	0.570229494263
Q53HC5	0.358691032724
P63261	0.997450063748
Q53HC9	0.626434339142
P63267	0.983425414365
Q96M94	0.10189120272
Q13522	0.738844028899
Q13523	0.501699957501
Q13526	0.960157246069
P48730	0.487887802805
P48735	0.968869528262
P48736	0.183807904802
P48739	0.814279643009
Q6ZP82	0.135146621334
Q8NHP7	0.0902039949001
Q9NWX5	0.269230769231
Q9NWX6	0.464300892478
Q9NT62	0.854653633659
Q8IZS8	0.483637909052
Q7L2E3	0.592328941776
Q9UQC2	0.415852103697
P48651	0.53453038674
Q6ZN28	0.0192307692308
P19827	0.696982575436
Q14999	0.171695707607
Q9BYW2	0.210263493413
P19823	0.758393540161
P51787	0.0192307692308
Q14997	0.259031024224
Q14994	0.29983000425
Q14995	0.0902039949001
P62136	0.890458988525
P12109	0.801636209095
Q7L775	0.735975350616
Q9UQ88	0.510943476413
Q9UQ80	0.779111772206
P29373	0.546111347216
P29372	0.516468338292
P29375	0.267743306417
P29376	0.110922226944
Q12929	0.606034849129
Q9BV36	0.0192307692308
Q9UBE0	0.733212919677
Q9UBE8	0.362090947726
Q9C005	0.692945176371
P17693	0.469825754356
P03905	0.788355291118
Q969S9	0.332766680833
O14966	0.599022524437
Q5QJE6	0.274861878453
Q9H1K0	0.561092222694
Q8WYJ6	0.458669783255
Q9H1K4	0.816085847854
Q9NRP0	0.595516362091
P29590	0.313110922227
Q09472	0.119847003825
O43924	0.786230344241
Q9P2I0	0.478431789205
D3DU92	0.622928176796
Q8TAM6	0.887484062898
Q8WW59	0.724606884828
O75251	0.873565660858
Q9Y6D6	0.524543136422
Q9Y6D9	0.318742031449
P08684	0.472800679983
P08138	0.452082447939
P08134	0.966107097323
P08133	0.981512962176
Q8N752	0.460050998725
Q9H4B7	0.953038674033
O95907	0.148002549936
Q9UKR5	0.698895027624
Q8N283	0.0732044198895
P54253	0.0456863578411
Q9H299	0.959838504037
P07355	0.95824479388
P54259	0.276986825329
Q17R89	0.425733106672
P51164	0.425733106672
P05556	0.679345516362
Q8TB61	0.325116872078
Q01085	0.674989375266
Q01082	0.98161920952
Q8N136	0.0668295792605
Q01081	0.719400764981
Q75N03	0.485762855929
Q8N138	0.458669783255
Q14671	0.443582660433
Q8IYD8	0.150552486188
Q86X10	0.588504037399
P59998	0.917233319167
Q99598	0.820973225669
Q02218	0.911389715257
Q99595	0.45463238419
Q99590	0.239481512962
Q99592	0.537717807055
Q9UG56	0.630471738207
P82673	0.384509137272
P82675	0.405546111347
P21926	0.987356566086
P21291	0.981406714832
A7E2V4	0.779855503612
Q9Y385	0.368678283043
Q9Y5I1	0.112409689758
O43447	0.719400764981
Q9NX74	0.328729281768
Q16342	0.356459838504
P62308	0.7895240119
P62304	0.828304292393
P62306	0.832766680833
Q9UEW8	0.7895240119
Q9BRG1	0.718338291543
Q8NI36	0.392690182745
Q8NI35	0.145133871653
O14727	0.334147896303
Q96A05	0.905652358691
Q9UJZ1	0.881215469613
Q96A00	0.807161070973
Q6BCY4	0.777093072673
Q96A08	0.976306842329
P55263	0.664152146196
Q96DZ9	0.430939226519
Q8IXK0	0.36219719507
Q96DZ1	0.429345516362
Q9NR55	0.171695707607
Q8NCB2	0.941138971526
Q9NR50	0.531980450489
P55268	0.69124521887
Q96KS9	0.612090947726
Q15459	0.778368040799
P49711	0.588185295368
Q8TDC3	0.7895240119
P13645	0.999043773906
P13646	0.935614109647
Q04828	0.780599235019
P13640	0.760093497663
Q96ED9	0.0456863578411
Q6FGH5	0.833404164896
Q07157	0.707288567786
Q15063	0.256268593285
Q15067	0.717169570761
P55854	0.884934126647
P17612	0.877921801955
O00585	0.769124521887
Q9UM19	0.94655758606
Q9H7D0	0.0732044198895
Q05BQ5	0.205269868253
O15131	0.511899702507
Q9BTY2	0.316298342541
A7KAX9	0.29983000425
Q7L014	0.721525711857
Q92915	0.382490437739
Q86U70	0.327560560986
P51991	0.963450913727
